user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
63030129,1526020415553998850,2022-05-16T02:03:13Z,Vote2022_,"@NPR The media and Democrats needs to start linking CRT and the Great Replacement together, because it's related.
#GOP
#CRT
#GOPDomesticTerrorists
#CriticalRaceTheory
#TheGreatReplacement",Twitter for Android,182,1526018780874391553,5392522,NPR,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/Vote2022_/status/1526020415553998850,Rob 🇺🇸 🇺🇦,,"Army Veteran, Union Proud",NA,FALSE,343,924,5,6962,41222,2009-08-05T04:19:23Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/63030129/1365873313,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/787851677294399488/NeDnCsQP_normal.jpg
1495158472467533828,1525874789314854912,2022-05-15T16:24:33Z,MalaFide11,"@rweingarten closed schools causing irreparable harm to students mental, emotional, and physical health. She should never be let around a child let alone opine concerning any.

#schoolchoice #homeschool #crt #parenting https://t.co/0VX7CvK0jt",Twitter Web App,218,NA,245424983,rweingarten,TRUE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,1525869141407703040,"Our country faces many challenges. Improving mental health is not just one of them, it is essential to nurturing a healthy country that is equipped to meet all other challenges and opportunities. https://t.co/Ur2jAGC74N",2022-05-15T16:02:07Z,Twitter for iPhone,6,2,245424983,rweingarten,Randi Weingarten,117576,4045,191737,"Washington, DC","AFT Prez. Teacher, Unionist. Fighting 4 children & communities, democracy & justice, public ed & healthcare as a right. Wife of @Skleinbaum. Pronouns: She/her",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/MalaFide11/status/1525874789314854912,Mala Fide,Around the World,"If you know the enemy and know yourself, you need not fear the result of a hundred battles.",NA,FALSE,1408,1177,0,11523,7562,2022-02-19T22:10:54Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1495158472467533828/1648296784,NA,http://pbs.twimg.com/profile_images/1495163713346805762/HpWuFiWZ_normal.jpg
1495158472467533828,1526020075546894336,2022-05-16T02:01:52Z,MalaFide11,"Randi is going to use this as an excuse to push zoom on American kids. Save this tweet.

#homeschool #schoolchoice #crt https://t.co/bRVUni2Wjx",Twitter Web App,119,NA,NA,NA,TRUE,FALSE,0,1,NA,NA,,,,,,,,,,,,,NA,,,en,1525977362768314369,90% of all teachers in Ukraine are still in the country &amp; many are working on zoom every day to teach children snd to deal with the incredible trauma of what’s happening.,2022-05-15T23:12:09Z,Twitter for iPhone,0,1,245424983,rweingarten,Randi Weingarten,117576,4045,191737,"Washington, DC","AFT Prez. Teacher, Unionist. Fighting 4 children & communities, democracy & justice, public ed & healthcare as a right. Wife of @Skleinbaum. Pronouns: She/her",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/MalaFide11/status/1526020075546894336,Mala Fide,Around the World,"If you know the enemy and know yourself, you need not fear the result of a hundred battles.",NA,FALSE,1408,1177,0,11523,7562,2022-02-19T22:10:54Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1495158472467533828/1648296784,NA,http://pbs.twimg.com/profile_images/1495163713346805762/HpWuFiWZ_normal.jpg
1495158472467533828,1523348365966286848,2022-05-08T17:05:27Z,MalaFide11,"The fact that this needs to be said should scare every parent in this country.

#homeschool #CRT #education #SchoolChoice #CharterSchools https://t.co/fsu9pTICCk",Twitter Web App,137,NA,NA,NA,TRUE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,1523339215463149568,"Parents, not governments, should judge the features that constitute childcare quality. https://t.co/cRYmI9QQkM #CatoEcon https://t.co/9bAffreAQB",2022-05-08T16:29:05Z,Buffer,8,5,15450996,CatoInstitute,Cato Institute,364924,7046,92096,"Washington, DC","A public policy research organization dedicated to individual liberty, limited government, free markets, and peace.",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/MalaFide11/status/1523348365966286848,Mala Fide,Around the World,"If you know the enemy and know yourself, you need not fear the result of a hundred battles.",NA,FALSE,1408,1177,0,11523,7562,2022-02-19T22:10:54Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1495158472467533828/1648296784,NA,http://pbs.twimg.com/profile_images/1495163713346805762/HpWuFiWZ_normal.jpg
17249885,1526016666433474560,2022-05-16T01:48:19Z,PastorBruce59,"Critical Race Theory never mass murdered anyone...

White Replacement Theory did...

#BuffaloMassacre 
#CRT",Twitter for iPhone,107,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/PastorBruce59/status/1526016666433474560,#WokeNazareneZealot 🇺🇦,"New York, NY",embrace community ... serve others ... create culture ... Mission::NewYork,https://t.co/zNrtJqNi0x,FALSE,985,1707,13,14955,2731,2008-11-08T12:43:22Z,FALSE,https://t.co/zNrtJqNi0x,https://www.facebook.com/MissionNewYork,NA,https://pbs.twimg.com/profile_banners/17249885/1398389696,http://abs.twimg.com/images/themes/theme5/bg.gif,http://pbs.twimg.com/profile_images/836336200281632770/NKd7Wq-g_normal.jpg
1855861513,1526016567972188162,2022-05-16T01:47:56Z,kathy_pokorny,"Can some1 tell us Y ""Suburban White Women"" r afraid of #CRT whn they thnk its going 2 mke #AmericanHistory look worse thn it alrdy is?! #CRTisAmericanHistory or n t way @FoxNews &amp; t @GOP describe it, #ConservativesReplacementTheory , thts #WTFitIs .#EducationFailedRepublicans !",Twitter for Android,282,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.twitter.com/1.1/geo/id/a84b808ce3f11719.json,Omaha,"Omaha, NE",city,United States,US,,,,https://twitter.com/kathy_pokorny/status/1526016567972188162,Kathy Pokorny,"Omaha, Nebraska","#Liberal #Blacktivist  #MyNephewMattWasMurdered #GunReformNow #RIPDad #TakeTheKnee #FBR #BLM #MFOL #LGBTQ #DACA /wife 2 @albert_pokorny,sis @Aprill_Johnson",https://t.co/l6PRXeHTYy,FALSE,2545,4914,4,15748,12279,2013-09-12T00:35:27Z,FALSE,https://t.co/l6PRXeHTYy,https://www.youtube.com/channel/UCRtAsgiLEftyuencqTwfNNg,NA,https://pbs.twimg.com/profile_banners/1855861513/1646174722,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1316477441091796992/_8FmdjO5_normal.jpg
1181662165805273090,1526009092040540161,2022-05-16T01:18:14Z,QueerAtrocity,"If you’re against #CRT, you’re admitting you’re a racist that wants to protect white supremacists’ feelings",Twitter for iPhone,107,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/QueerAtrocity/status/1526009092040540161,Queer Atrocity 🏳️‍🌈💙,Wizarding World of Faggotry,Photographer • Lifestyle Blogger • LGBTQ Advocate • Proud Liberal • Main: @CDolengowski • Facebook: @ExposeMoments • #VoteBlue • #LGBTQIA,https://t.co/x36IW4cTlc,FALSE,631,723,2,5645,3421,2019-10-08T20:06:40Z,FALSE,https://t.co/x36IW4cTlc,https://chayzzdevyant.wordpress.com/,NA,https://pbs.twimg.com/profile_banners/1181662165805273090/1651991163,NA,http://pbs.twimg.com/profile_images/1525802564440182786/5VZpEXMw_normal.jpg
1684988660,1526006968003006464,2022-05-16T01:09:47Z,myaceleste_,That man really apologized to a yt man for not shooting him… imagine saying my life was spared simply because I’m white. And folks still think racism don’t exist? These are the same people not wanting to teach #CRT in school. Please,Twitter for iPhone,232,NA,NA,NA,FALSE,FALSE,2,1,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/myaceleste_/status/1526006968003006464,mya✨,dtx,university of north texas alumna. dog mom🐾,NA,FALSE,1804,1162,2,62564,30869,2013-08-20T05:54:41Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1684988660/1649491315,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1512702480769073154/WMz1JROI_normal.jpg
809930550,1526003963341901824,2022-05-16T00:57:51Z,Ernestsworld,"A Worthy #LongRead 🧵 
Thank You @michaelharriot ☕️ 
I'll share it with.. 
#pbs #msnbc #nytimes #cnn #washingtonpost  
@thereidout @CrossConnection @PoliticsNation 
#CRT @TheLastWord @jbouie @ProjectLincoln @nprpolitics @FareedZakaria @MadisonSiriusXM 
@SenateDems @HouseDemocrats https://t.co/7f4vAkA1lr",Twitter Web App,279,NA,NA,NA,TRUE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,1525952282323460096,"What happened in Buffalo was tragic.

But we MUST stop saying that it’s indicative of the rise of white supremacy. It’s not Trumps fault or Fox News fault or even Tucker Carlson’s fault. 

The Great Replacement theory is not new. It’s  who America always was 

A thread",2022-05-15T21:32:29Z,Twitter for iPhone,7371,1752,96149284,michaelharriot,Michael Harriot,504775,97,19939,The Southside of Wakanda,"Writer of words; board-certified wypipologist, last real Negus alive. BlackAF History/Amber Ruffin Show/The Guardian/theGrio…At the SAME DAMN TIME.",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/Ernestsworld/status/1526003963341901824,Mr. Ernest,"Built in Brooklyn, NY   USA","That Lucky Old Sun, Keeps Rollin Round Heaven All Day- Ray Charles  
#RougeScholar #GlobalCitizen ⭕️ 😷 No Lists",NA,FALSE,184,1174,7,462,388,2012-09-08T01:24:22Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/809930550/1613356733,http://abs.twimg.com/images/themes/theme12/bg.gif,http://pbs.twimg.com/profile_images/831660301200171008/-odjAzeR_normal.jpg
180829185,1526003755635904513,2022-05-16T00:57:01Z,MegRex28,"We have seen at least 1 mass shooting somewhere in the US every day of this month. 

But sure, go off about uteruses and CRT. 

No citation needed you can literally just Google this.

#CRT #GunControlNow #responsiblegunownership #roevwade",Twitter for Android,238,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/MegRex28/status/1526003755635904513,Ms. Marcid 💙💛,Sector ZZ9 Plural Z Alpha,she/her. just me and ma' cat Kakashi,NA,FALSE,62,301,2,1079,2193,2010-08-20T16:02:34Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/180829185/1630989904,http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/1435103588368453632/sALWDbZl_normal.jpg
829399010,1526002341358538755,2022-05-16T00:51:24Z,TheRedBalcony,#CRT is destroying #education https://t.co/1BOTgIIjQn,Twitter Web App,29,NA,NA,NA,TRUE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,1525945010079899648,It's happening again! https://t.co/ooyEagng3c,2022-05-15T21:03:35Z,Twitter for Android,1859,362,826261914,ConceptualJames,"James Lindsay, has the best concepts",304542,363,152607,"Knoxville, TN",Based af. 🇺🇲🇺🇲🇺🇲,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/TheRedBalcony/status/1526002341358538755,Waldorf,,"News, Politics, and Humour.",NA,FALSE,248,2026,21,13231,19118,2012-09-17T16:42:20Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/829399010/1604813973,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1325311515189260288/5zBZqPIw_normal.jpg
